item_price,Count,Percentage
120.0,497,0.0001692869816267423
420.0,497,0.0001692869816267423
0.99,493,0.0001679245109496659
1079.0,491,0.0001672432756111277
2349.0,487,0.0001658808049340513
899.52,483,0.0001645183342569749
74.5,483,0.0001645183342569749
127.0,483,0.0001645183342569749
177.0,480,0.0001634964812491676
9999.0,477,0.00016247462824136032
18191.0,477,0.00016247462824136032
3390.0,476,0.00016213401057209122
137.0,471,0.00016043092222574573
65.0,469,0.00015974968688720753
219.0,466,0.00015872783387940024
27990.0,465,0.00015838721621013114
859.0,463,0.00015770598087159294
9490.0,461,0.00015702474553305472
599.48,460,0.00015668412786378562
1400.0,453,0.00015429980417890193
2849.0,452,0.00015395918650963283
1600.0,450,0.00015327795117109464
230.07,449,0.00015293733350182554
363.0,447,0.00015225609816328734
587.75,443,0.00015089362748621095
1239.0,443,0.00015089362748621095
679.0,431,0.00014680621545498177
119.2,425,0.00014476250943936715
73.0,425,0.00014476250943936715
2598.5,424,0.00014442189177009805
636.0,419,0.00014271880342375256
1289.0,418,0.00014237818575448346
798.5,417,0.00014203756808521436
3000.0,416,0.00014169695041594526
138.0,415,0.00014135633274667617
3090.0,413,0.00014067509740813797
650.0,413,0.00014067509740813797
269.0,411,0.00013999386206959977
312.0,410,0.00013965324440033067
104.0,409,0.00013931262673106158
1049.3,408,0.00013897200906179248
398.9,406,0.00013829077372325428
12490.0,404,0.00013760953838471608
220.0,404,0.00013760953838471608
389.0,399,0.0001359064500383706
735.0,399,0.0001359064500383706
208.0,399,0.0001359064500383706
8990.0,399,0.0001359064500383706
260.0,396,0.00013488459703056327
1088.0,390,0.00013284089101494868
63.0,389,0.00013250027334567958
145.0,388,0.00013215965567641048
159.2,387,0.00013181903800714139
998.5,385,0.0001311378026686032
90.0,382,0.0001301159496607959
555.06,381,0.0001297753319915268
590.0,380,0.0001294347143222577
411.25,377,0.0001284128613144504
199.44,376,0.0001280722436451813
126.0,375,0.0001277316259759122
443.94,372,0.0001267097729681049
707.0,372,0.0001267097729681049
2398.0,370,0.00012602853762956671
298.5,369,0.00012568791996029762
8490.0,363,0.000123644213944683
62.0,363,0.000123644213944683
1439.0,363,0.000123644213944683
6090.0,357,0.00012160050792906841
720.0,357,0.00012160050792906841
209.0,356,0.00012125989025979931
282.0,355,0.00012091927259053021
1498.5,355,0.00012091927259053021
4590.0,354,0.00012057865492126111
664.0,353,0.00012023803725199201
10990.0,353,0.00012023803725199201
6799.0,352,0.00011989741958272292
379.05,352,0.00011989741958272292
989.0,352,0.00011989741958272292
4699.0,351,0.00011955680191345382
13.0,351,0.00011955680191345382
17991.0,350,0.00011921618424418472
779.0,349,0.00011887556657491562
132.0,348,0.00011853494890564652
24990.0,347,0.00011819433123637742
125.0,346,0.00011785371356710833
369.0,345,0.00011751309589783923
6990.0,344,0.00011717247822857013
1200.0,344,0.00011717247822857013
183.0,344,0.00011717247822857013
14.0,343,0.00011683186055930103
236.0,341,0.00011615062522076282
800.0,340,0.00011581000755149372
20.0,339,0.00011546938988222462
1169.0,337,0.00011478815454368643
3500.0,337,0.00011478815454368643
1589.0,333,0.00011342568386661003
2098.0,332,0.00011308506619734094
399.56,331,0.00011274444852807184
2001.0,331,0.00011274444852807184
698.5,331,0.00011274444852807184
2549.0,331,0.00011274444852807184
22490.0,329,0.00011206321318953364
15990.0,326,0.00011104136018172633
1191.16,324,0.00011036012484318814
3690.0,323,0.00011001950717391904
314.0,323,0.00011001950717391904
798.7,322,0.00010967888950464994
251.0,321,0.00010933827183538084
320.0,321,0.00010933827183538084
434.0,319,0.00010865703649684264
1150.0,318,0.00010831641882757355
1407.84,316,0.00010763518348903535
698.7,314,0.00010695394815049715
4299.0,314,0.00010695394815049715
839.0,313,0.00010661333048122805
259.0,312,0.00010627271281195896
669.0,311,0.00010593209514268986
598.75,307,0.00010456962446561345
383.96,304,0.00010354777145780616
347.0,300,0.00010218530078072976
332.66,299,0.00010184468311146066
519.0,299,0.00010184468311146066
352.27,298,0.00010150406544219157
449.25,297,0.00010116344777292247
189.05,297,0.00010116344777292247
383.97,297,0.00010116344777292247
974.0,296,0.00010082283010365337
184.0,295,0.00010048221243438427
284.05,292,9.946035942657696e-05
1689.0,289,9.843850641876967e-05
1551.22,288,9.809788874950057e-05
1329.0,287,9.775727108023147e-05
471.0,285,9.707603574169327e-05
439.0,284,9.673541807242417e-05
158.0,281,9.571356506461688e-05
2749.0,280,9.537294739534778e-05
89.0,279,9.503232972607868e-05
294.0,278,9.469171205680957e-05
489.3,277,9.435109438754047e-05
799.5,276,9.401047671827137e-05
108.49,275,9.366985904900228e-05
689.0,275,9.366985904900228e-05
3598.0,274,9.332924137973318e-05
2072.0,272,9.264800604119498e-05
1539.0,272,9.264800604119498e-05
1447.78,271,9.230738837192588e-05
498.5,271,9.230738837192588e-05
1029.0,271,9.230738837192588e-05
59.0,267,9.094491769484949e-05
286.46,267,9.094491769484949e-05
2998.0,267,9.094491769484949e-05
5190.0,265,9.026368235631129e-05
67.0,261,8.890121167923489e-05
141.55,261,8.890121167923489e-05
789.0,261,8.890121167923489e-05
290.51,260,8.856059400996579e-05
5290.0,260,8.856059400996579e-05
299.25,260,8.856059400996579e-05
998.7,259,8.821997634069669e-05
380.0,259,8.821997634069669e-05
205.0,258,8.787935867142759e-05
473.0,258,8.787935867142759e-05
209.42,258,8.787935867142759e-05
452.0,257,8.753874100215849e-05
5499.0,256,8.71981233328894e-05
226.0,256,8.71981233328894e-05
175.0,255,8.68575056636203e-05
448.5,255,8.68575056636203e-05
494.0,253,8.61762703250821e-05
254.01,252,8.5835652655813e-05
1719.0,251,8.54950349865439e-05
832.84,250,8.51544173172748e-05
346.0,249,8.48137996480057e-05
7999.0,248,8.447318197873661e-05
798.0,248,8.447318197873661e-05
5890.0,248,8.447318197873661e-05
228.08,248,8.447318197873661e-05
284.0,247,8.413256430946751e-05
97.0,245,8.34513289709293e-05
312.54,245,8.34513289709293e-05
248.5,244,8.31107113016602e-05
1069.9,244,8.31107113016602e-05
11490.0,244,8.31107113016602e-05
209.33,244,8.31107113016602e-05
11990.0,240,8.17482406245838e-05
44.0,240,8.17482406245838e-05
170.92,239,8.140762295531471e-05
27.0,237,8.072638761677651e-05
629.1,236,8.038576994750741e-05
3890.0,235,8.004515227823831e-05
133.0,234,7.970453460896922e-05
319.2,234,7.970453460896922e-05
146.0,233,7.936391693970012e-05
525.82,231,7.868268160116192e-05
2469.0,231,7.868268160116192e-05
1971.0,230,7.834206393189281e-05
971.0,227,7.732021092408551e-05
491.0,226,7.697959325481642e-05
1279.0,226,7.697959325481642e-05
55.0,226,7.697959325481642e-05
92.0,226,7.697959325481642e-05
2790.0,226,7.697959325481642e-05
2449.0,225,7.663897558554732e-05
854.0,224,7.629835791627822e-05
8999.0,224,7.629835791627822e-05
336.0,223,7.595774024700912e-05
374.0,222,7.561712257774002e-05
207.0,222,7.561712257774002e-05
466.0,219,7.459526956993273e-05
1698.5,218,7.425465190066363e-05
666.16,218,7.425465190066363e-05
473.18,218,7.425465190066363e-05
93.0,218,7.425465190066363e-05
946.87,217,7.391403423139453e-05
209.3,217,7.391403423139453e-05
666.0,216,7.357341656212543e-05
198.9,216,7.357341656212543e-05
440.0,214,7.289218122358722e-05
41.0,213,7.255156355431812e-05
398.7,212,7.221094588504903e-05
489.58,211,7.187032821577993e-05
699.5,210,7.152971054651083e-05
399.44,210,7.152971054651083e-05
315.0,209,7.118909287724173e-05
1099.5,209,7.118909287724173e-05
559.3,208,7.084847520797263e-05
936.97,208,7.084847520797263e-05
6999.0,208,7.084847520797263e-05
1998.7,207,7.050785753870353e-05
85.0,206,7.016723986943444e-05
2159.0,206,7.016723986943444e-05
546.0,206,7.016723986943444e-05
777.0,205,6.982662220016534e-05
1562.03,204,6.948600453089624e-05
29990.0,202,6.880476919235804e-05
49.5,201,6.846415152308894e-05
702.93,200,6.812353385381985e-05
98.9,200,6.812353385381985e-05
1709.0,197,6.710168084601254e-05
635.0,197,6.710168084601254e-05
960.0,196,6.676106317674344e-05
3039.0,196,6.676106317674344e-05
474.0,195,6.642044550747434e-05
5690.0,194,6.607982783820524e-05
996.07,194,6.607982783820524e-05
594.0,194,6.607982783820524e-05
2049.0,193,6.573921016893614e-05
279.3,192,6.539859249966705e-05
68.0,191,6.505797483039795e-05
2598.7,191,6.505797483039795e-05
8499.0,190,6.471735716112885e-05
278.0,190,6.471735716112885e-05
651.0,189,6.437673949185975e-05
295.0,188,6.403612182259065e-05
141.0,188,6.403612182259065e-05
348.9,187,6.369550415332155e-05
5490.0,186,6.335488648405246e-05
475.0,185,6.301426881478336e-05
1498.0,184,6.267365114551426e-05
353.0,183,6.233303347624516e-05
1052.13,183,6.233303347624516e-05
508.0,183,6.233303347624516e-05
2198.0,182,6.199241580697605e-05
444.99,181,6.165179813770695e-05
20999.0,181,6.165179813770695e-05
148.7,180,6.131118046843785e-05
657.0,179,6.097056279916875e-05
4199.0,177,6.0289327460630557e-05
198.5,177,6.0289327460630557e-05
2391.0,177,6.0289327460630557e-05
514.0,177,6.0289327460630557e-05
272.0,176,5.994870979136146e-05
902.63,176,5.994870979136146e-05
135.0,176,5.994870979136146e-05
206.0,176,5.994870979136146e-05
1424.0,175,5.960809212209236e-05
757.43,175,5.960809212209236e-05
194.0,174,5.926747445282326e-05
1598.5,173,5.892685678355416e-05
1059.0,173,5.892685678355416e-05
2129.0,173,5.892685678355416e-05
2498.0,172,5.8586239114285065e-05
66.0,172,5.8586239114285065e-05
318.0,172,5.8586239114285065e-05
6890.0,172,5.8586239114285065e-05
285.0,171,5.824562144501596e-05
490.0,171,5.824562144501596e-05
441.57,170,5.790500377574686e-05
796.37,169,5.756438610647776e-05
1136.0,169,5.756438610647776e-05
548.5,169,5.756438610647776e-05
454.0,169,5.756438610647776e-05
224.31,169,5.756438610647776e-05
394.0,169,5.756438610647776e-05
869.0,169,5.756438610647776e-05
290.0,168,5.7223768437208665e-05
553.0,168,5.7223768437208665e-05
898.7,168,5.7223768437208665e-05
561.97,168,5.7223768437208665e-05
324.0,168,5.7223768437208665e-05
711.5,168,5.7223768437208665e-05
524.0,167,5.6883150767939566e-05
332.78,167,5.6883150767939566e-05
1554.0,166,5.654253309867047e-05
456.65,165,5.620191542940137e-05
245.0,165,5.620191542940137e-05
370.0,164,5.586129776013227e-05
208.6,164,5.586129776013227e-05
1469.0,163,5.5520680090863166e-05
4391.0,163,5.5520680090863166e-05
749.25,162,5.518006242159407e-05
788.0,162,5.518006242159407e-05
716.0,162,5.518006242159407e-05
5259.0,161,5.483944475232497e-05
1471.0,161,5.483944475232497e-05
1339.0,160,5.449882708305587e-05
2374.0,159,5.415820941378677e-05
1399.3,158,5.3817591744517674e-05
410.0,158,5.3817591744517674e-05
199.2,158,5.3817591744517674e-05
2491.0,157,5.3476974075248576e-05
2519.0,157,5.3476974075248576e-05
1606.65,156,5.313635640597948e-05
3198.0,156,5.313635640597948e-05
866.0,155,5.279573873671037e-05
48.0,155,5.279573873671037e-05
1392.35,155,5.279573873671037e-05
570.84,155,5.279573873671037e-05
969.0,154,5.2455121067441274e-05
1901.0,154,5.2455121067441274e-05
925.0,154,5.2455121067441274e-05
9590.0,153,5.2114503398172176e-05
771.0,153,5.2114503398172176e-05
155.0,153,5.2114503398172176e-05
348.5,153,5.2114503398172176e-05
105.0,153,5.2114503398172176e-05
196.0,152,5.177388572890308e-05
799.56,152,5.177388572890308e-05
666.22,152,5.177388572890308e-05
1129.93,152,5.177388572890308e-05
11999.0,151,5.143326805963398e-05
61.0,151,5.143326805963398e-05
331.55,151,5.143326805963398e-05
1559.0,150,5.109265039036488e-05
384.0,149,5.075203272109578e-05
840.0,149,5.075203272109578e-05
328.0,148,5.0411415051826684e-05
64.0,147,5.007079738255758e-05
27490.0,146,4.973017971328848e-05
298.7,146,4.973017971328848e-05
1428.16,146,4.973017971328848e-05
937.03,146,4.973017971328848e-05
1519.0,146,4.973017971328848e-05
578.0,145,4.938956204401938e-05
1529.0,145,4.938956204401938e-05
493.46,144,4.9048944374750284e-05
17990.0,142,4.836770903621209e-05
186.0,142,4.836770903621209e-05
148.5,141,4.802709136694299e-05
349.3,141,4.802709136694299e-05
311.0,141,4.802709136694299e-05
111.75,141,4.802709136694299e-05
810.25,141,4.802709136694299e-05
1609.3,140,4.768647369767389e-05
1469.07,140,4.768647369767389e-05
228.0,139,4.7345856028404785e-05
399.2,139,4.7345856028404785e-05
1498.7,138,4.700523835913569e-05
1259.3,137,4.666462068986659e-05
7490.0,137,4.666462068986659e-05
1679.0,137,4.666462068986659e-05
404.0,137,4.666462068986659e-05
385.66666666699996,136,4.632400302059749e-05
890.0,135,4.598338535132839e-05
398.75,135,4.598338535132839e-05
1142.37,135,4.598338535132839e-05
856.63,135,4.598338535132839e-05
1698.7,135,4.598338535132839e-05
1619.0,134,4.5642767682059294e-05
342.35,134,4.5642767682059294e-05
273.0,134,4.5642767682059294e-05
1779.0,134,4.5642767682059294e-05
87.0,134,4.5642767682059294e-05
1228.0,133,4.5302150012790195e-05
1799.5,133,4.5302150012790195e-05
919.0,131,4.462091467425199e-05
809.0,131,4.462091467425199e-05
515.0,131,4.462091467425199e-05
895.0,131,4.462091467425199e-05
246.0,131,4.462091467425199e-05
882.26,131,4.462091467425199e-05
662.0,130,4.4280297004982894e-05
309.0,130,4.4280297004982894e-05
2200.0,130,4.4280297004982894e-05
5599.0,129,4.3939679335713795e-05
1798.5,129,4.3939679335713795e-05
4599.0,128,4.35990616664447e-05
288.0,128,4.35990616664447e-05
1298.0,127,4.32584439971756e-05
173.6,127,4.32584439971756e-05
823.01,127,4.32584439971756e-05
645.65,127,4.32584439971756e-05
272.22,127,4.32584439971756e-05
1893.57,126,4.29178263279065e-05
5699.0,126,4.29178263279065e-05
605.43,126,4.29178263279065e-05
115.0,126,4.29178263279065e-05
991.0,126,4.29178263279065e-05
306.79,125,4.25772086586374e-05
690.0,124,4.2236590989368304e-05
6490.0,124,4.2236590989368304e-05
279.2,124,4.2236590989368304e-05
472.0,124,4.2236590989368304e-05
27499.0,124,4.2236590989368304e-05
204.0,124,4.2236590989368304e-05
174.3,123,4.18959733200992e-05
1688.75,123,4.18959733200992e-05
1048.7,122,4.15553556508301e-05
198.7,122,4.15553556508301e-05
391.0,121,4.1214737981561e-05
19990.0,121,4.1214737981561e-05
648.5,121,4.1214737981561e-05
132.78,121,4.1214737981561e-05
1979.0,120,4.08741203122919e-05
674.25,120,4.08741203122919e-05
1124.515,120,4.08741203122919e-05
716.74,119,4.0533502643022805e-05
13991.0,119,4.0533502643022805e-05
479.2,119,4.0533502643022805e-05
2297.0,119,4.0533502643022805e-05
671.0,118,4.019288497375371e-05
5799.0,118,4.019288497375371e-05
224.34,117,3.985226730448461e-05
1321.0,117,3.985226730448461e-05
498.7,117,3.985226730448461e-05
683.0,116,3.951164963521551e-05
561.0,116,3.951164963521551e-05
419.15,116,3.951164963521551e-05
335.0,116,3.951164963521551e-05
395.0,116,3.951164963521551e-05
239.32,116,3.951164963521551e-05
2298.0,115,3.9171031965946405e-05
705.21,115,3.9171031965946405e-05
4290.0,115,3.9171031965946405e-05
1398.5,115,3.9171031965946405e-05
839.3,115,3.9171031965946405e-05
216.0,115,3.9171031965946405e-05
283.0,114,3.8830414296677306e-05
1198.7,114,3.8830414296677306e-05
1159.0,114,3.8830414296677306e-05
1166.0,114,3.8830414296677306e-05
149.31,114,3.8830414296677306e-05
156.0,114,3.8830414296677306e-05
331.0,113,3.848979662740821e-05
4799.0,111,3.780856128887001e-05
91.0,111,3.780856128887001e-05
356.48,111,3.780856128887001e-05
495.16,111,3.780856128887001e-05
326.78,111,3.780856128887001e-05
224.35,111,3.780856128887001e-05
388.0,111,3.780856128887001e-05
266.22,111,3.780856128887001e-05
38.0,110,3.746794361960091e-05
314.3,110,3.746794361960091e-05
399.33,110,3.746794361960091e-05
7499.0,110,3.746794361960091e-05
1394.0,110,3.746794361960091e-05
448.7,109,3.7127325950331815e-05
1620.0,109,3.7127325950331815e-05
106.0,109,3.7127325950331815e-05
753.35,109,3.7127325950331815e-05
4390.0,109,3.7127325950331815e-05
4091.0,109,3.7127325950331815e-05
2198.5,109,3.7127325950331815e-05
4899.0,109,3.7127325950331815e-05
239.36,108,3.6786708281062716e-05
2100.0,108,3.6786708281062716e-05
1169.71,108,3.6786708281062716e-05
348.0,108,3.6786708281062716e-05
1750.0,108,3.6786708281062716e-05
970.0,107,3.644609061179361e-05
185.0,107,3.644609061179361e-05
426.0,107,3.644609061179361e-05
293.0,107,3.644609061179361e-05
925.21,107,3.644609061179361e-05
492.21,107,3.644609061179361e-05
239.28,107,3.644609061179361e-05
1540.0,107,3.644609061179361e-05
136.0,107,3.644609061179361e-05
256.63,107,3.644609061179361e-05
1332.89,107,3.644609061179361e-05
558.7,106,3.610547294252451e-05
1329.29,105,3.5764855273255415e-05
1199.48,105,3.5764855273255415e-05
559.39,105,3.5764855273255415e-05
3498.0,105,3.5764855273255415e-05
4.0,105,3.5764855273255415e-05
71.0,105,3.5764855273255415e-05
1819.3,105,3.5764855273255415e-05
1175.99,104,3.5424237603986316e-05
2598.0,104,3.5424237603986316e-05
418.4,104,3.5424237603986316e-05
6398.0,104,3.5424237603986316e-05
623.5,103,3.508361993471722e-05
