date,Count,Percentage
07.02.2013,3086,0.0010511461273644402
06.06.2013,3081,0.0010494430390180947
18.01.2015,3079,0.0010487618036795563
10.05.2014,3075,0.00104739933300248
05.05.2013,3072,0.0010463774799946727
07.08.2013,3072,0.0010463774799946727
15.02.2015,3061,0.0010426306856327126
25.10.2013,3059,0.0010419494502941745
21.08.2013,3059,0.0010419494502941745
30.07.2013,3058,0.0010416088326249053
23.07.2013,3058,0.0010416088326249053
21.03.2013,3057,0.0010412682149556363
19.04.2013,3042,0.0010361589499165997
02.09.2013,3041,0.0010358183322473308
27.08.2013,3040,0.0010354777145780616
26.03.2013,3033,0.001033093390893178
27.09.2013,3021,0.0010290059788619487
26.08.2013,3021,0.0010290059788619487
29.06.2014,3014,0.001026621655177065
18.10.2013,3014,0.001026621655177065
25.01.2015,3011,0.0010255998021692578
15.08.2014,3011,0.0010255998021692578
28.02.2014,3009,0.0010249185668307194
09.11.2014,3004,0.001023215478484374
25.07.2013,3002,0.0010225342431458358
10.12.2013,2998,0.0010211717724687595
13.03.2013,2997,0.0010208311547994903
02.05.2014,2996,0.0010204905371302211
24.07.2013,2994,0.001019809301791683
11.07.2013,2993,0.0010194686841224138
16.12.2013,2983,0.0010160625074297229
08.06.2014,2979,0.0010147000367526466
31.07.2013,2976,0.0010136781837448393
12.02.2013,2957,0.0010072064480287264
29.08.2014,2948,0.0010041408890053044
10.01.2013,2945,0.001003119035997497
12.05.2013,2942,0.0010020971829896898
19.08.2013,2940,0.0010014159476511516
14.06.2014,2940,0.0010014159476511516
18.04.2015,2939,0.0010010753299818825
18.07.2013,2937,0.0010003940946433443
10.07.2013,2936,0.0010000534769740754
04.07.2013,2931,0.0009983503886277297
28.03.2014,2931,0.0009983503886277297
14.03.2013,2930,0.0009980097709584607
01.07.2013,2930,0.0009980097709584607
03.07.2013,2929,0.0009976691532891915
20.07.2014,2926,0.0009966473002813842
28.11.2014,2926,0.0009966473002813842
11.04.2014,2926,0.0009966473002813842
01.02.2015,2925,0.0009963066826121152
24.01.2014,2920,0.0009946035942657696
29.07.2013,2920,0.0009946035942657696
30.05.2013,2920,0.0009946035942657696
21.09.2014,2919,0.0009942629765965006
11.07.2014,2915,0.000992900505919424
10.01.2014,2910,0.0009911974175730786
13.08.2013,2908,0.0009905161822345405
06.03.2015,2907,0.0009901755645652713
20.08.2013,2904,0.000989153711557464
02.08.2014,2902,0.0009884724762189258
22.08.2014,2901,0.0009881318585496569
27.05.2014,2900,0.0009877912408803877
11.06.2014,2899,0.0009874506232111185
07.02.2014,2899,0.0009874506232111185
28.09.2014,2898,0.0009871100055418496
05.12.2014,2897,0.0009867693878725804
22.07.2013,2890,0.0009843850641876968
02.07.2013,2889,0.0009840444465184276
10.06.2013,2884,0.0009823413581720821
09.01.2013,2884,0.0009823413581720821
11.04.2013,2883,0.000982000740502813
30.04.2014,2877,0.0009799570344871983
27.06.2014,2873,0.000978594563810122
03.10.2015,2871,0.0009779133284715839
27.06.2013,2863,0.000975188387117431
18.02.2013,2862,0.0009748477694481619
14.08.2013,2862,0.0009748477694481619
04.04.2014,2861,0.0009745071517788928
11.02.2013,2859,0.0009738259164403546
03.05.2014,2854,0.0009721228280940091
11.09.2013,2852,0.0009714415927554709
05.08.2013,2849,0.0009704197397476637
13.06.2013,2849,0.0009704197397476637
20.03.2013,2849,0.0009704197397476637
17.01.2013,2849,0.0009704197397476637
25.04.2013,2848,0.0009700791220783945
07.09.2014,2846,0.0009693978867398563
12.12.2013,2839,0.0009670135630549726
08.08.2014,2838,0.0009666729453857035
13.02.2015,2835,0.0009656510923778962
21.11.2013,2834,0.0009653104747086272
12.08.2013,2833,0.0009649698570393581
18.06.2013,2830,0.0009639480040315508
03.09.2013,2830,0.0009639480040315508
04.11.2014,2830,0.0009639480040315508
01.03.2015,2825,0.0009622449156852052
01.08.2013,2821,0.0009608824450081288
18.05.2014,2819,0.0009602012096695907
31.10.2013,2811,0.0009574762683154379
25.03.2013,2807,0.0009561137976383615
16.12.2014,2806,0.0009557731799690924
19.06.2013,2801,0.0009540700916227468
06.07.2014,2801,0.0009540700916227468
29.05.2014,2800,0.0009537294739534778
26.09.2014,2797,0.0009527076209456704
11.12.2013,2790,0.0009503232972607867
22.06.2014,2790,0.0009503232972607867
27.08.2014,2784,0.0009482795912451722
05.06.2013,2783,0.0009479389735759031
17.06.2013,2783,0.0009479389735759031
08.02.2015,2782,0.0009475983559066339
06.03.2014,2781,0.0009472577382373649
17.01.2014,2780,0.0009469171205680958
14.11.2014,2779,0.0009465765028988267
06.08.2013,2771,0.0009438515615446739
28.08.2014,2769,0.0009431703262061357
15.01.2013,2766,0.0009421484731983284
20.04.2014,2764,0.0009414672378597902
15.07.2013,2760,0.0009401047671827138
04.06.2013,2759,0.0009397641495134446
10.08.2014,2756,0.0009387422965056374
15.12.2014,2755,0.0009384016788363683
16.01.2013,2752,0.000937379825828561
24.01.2013,2737,0.0009322705607895245
23.05.2015,2735,0.0009315893254509863
27.02.2013,2733,0.0009309080901124481
19.03.2013,2732,0.000930567472443179
18.03.2013,2728,0.0009292050017661026
31.01.2013,2728,0.0009292050017661026
02.10.2014,2725,0.0009281831487582954
09.05.2013,2723,0.0009275019134197571
09.07.2013,2716,0.0009251175897348734
14.08.2014,2712,0.000923755119057797
26.02.2013,2711,0.0009234145013885279
22.03.2015,2710,0.0009230738837192589
15.06.2014,2710,0.0009230738837192589
28.02.2013,2708,0.0009223926483807206
03.06.2013,2707,0.0009220520307114515
10.06.2014,2707,0.0009220520307114515
03.10.2013,2707,0.0009220520307114515
27.07.2014,2706,0.0009217114130421825
04.03.2013,2705,0.0009213707953729133
03.08.2014,2704,0.0009210301777036442
28.05.2014,2701,0.0009200083246958369
14.03.2014,2699,0.0009193270893572987
18.04.2014,2698,0.0009189864716880297
25.04.2015,2693,0.0009172833833416841
11.05.2014,2691,0.000916602148003146
08.07.2013,2691,0.000916602148003146
30.01.2013,2690,0.0009162615303338769
11.04.2015,2688,0.0009155802949953386
09.03.2015,2686,0.0009148990596568005
20.11.2014,2685,0.0009145584419875313
30.10.2013,2685,0.0009145584419875313
13.02.2014,2681,0.0009131959713104549
23.05.2014,2681,0.0009131959713104549
04.12.2013,2680,0.0009128553536411858
25.05.2014,2678,0.0009121741183026477
10.10.2014,2677,0.0009118335006333785
20.06.2014,2676,0.0009114928829641095
25.02.2013,2674,0.0009108116476255713
21.08.2014,2673,0.0009104710299563021
17.09.2013,2673,0.0009104710299563021
12.09.2014,2671,0.000909789794617764
23.05.2013,2668,0.0009087679416099567
17.10.2014,2667,0.0009084273239406876
08.05.2014,2659,0.0009057023825865348
19.11.2013,2656,0.0009046805295787275
05.09.2013,2652,0.0009033180589016511
18.08.2014,2643,0.0009002524998782292
29.03.2015,2641,0.000899571264539691
07.11.2013,2640,0.0008992306468704219
09.01.2014,2637,0.0008982087938626146
13.07.2014,2634,0.0008971869408548073
25.06.2013,2634,0.0008971869408548073
19.04.2015,2633,0.0008968463231855382
04.05.2014,2632,0.0008965057055162691
05.04.2015,2626,0.0008944619995006545
19.08.2014,2622,0.0008930995288235781
10.10.2013,2621,0.000892758911154309
04.07.2014,2616,0.0008910558228079636
11.12.2014,2614,0.0008903745874694253
12.09.2013,2607,0.0008879902637845416
10.04.2013,2605,0.0008873090284460034
26.09.2013,2605,0.0008873090284460034
07.11.2014,2604,0.0008869684107767343
19.09.2013,2601,0.000885946557768927
06.02.2014,2600,0.0008856059400996579
12.03.2013,2598,0.0008849247047611197
09.10.2013,2591,0.000882540381076236
28.05.2013,2591,0.000882540381076236
12.02.2014,2590,0.0008821997634069669
29.10.2013,2590,0.0008821997634069669
06.06.2014,2590,0.0008821997634069669
15.03.2015,2590,0.0008821997634069669
06.02.2013,2589,0.0008818591457376979
31.10.2014,2584,0.0008801560573913523
05.12.2013,2579,0.0008784529690450068
31.10.2015,2579,0.0008784529690450068
29.08.2015,2577,0.0008777717337064686
10.07.2014,2576,0.0008774311160371995
06.11.2013,2575,0.0008770904983679304
19.02.2014,2572,0.0008760686453601231
26.06.2013,2570,0.000875387410021585
28.01.2013,2568,0.0008747061746830467
24.09.2013,2565,0.0008736843216752394
11.01.2015,2565,0.0008736843216752394
17.10.2013,2563,0.0008730030863367013
18.09.2013,2562,0.0008726624686674322
24.06.2013,2561,0.000872321850998163
25.07.2014,2560,0.0008719812333288939
12.09.2015,2556,0.0008706187626518175
25.04.2014,2556,0.0008706187626518175
18.07.2014,2547,0.0008675532036283957
05.11.2013,2547,0.0008675532036283957
22.01.2013,2544,0.0008665313506205884
25.09.2013,2543,0.0008661907329513193
22.05.2013,2541,0.000865509497612781
26.08.2014,2533,0.0008627845562586283
29.01.2013,2532,0.0008624439385893592
09.04.2013,2525,0.0008600596149044755
27.03.2014,2523,0.0008593783795659373
29.05.2013,2523,0.0008593783795659373
09.12.2013,2522,0.0008590377618966681
24.07.2014,2520,0.00085835652655813
10.09.2013,2516,0.0008569940558810536
23.01.2013,2513,0.0008559722028732463
01.08.2014,2507,0.0008539284968576316
05.02.2013,2506,0.0008535878791883626
04.10.2015,2505,0.0008532472615190935
20.08.2014,2504,0.0008529066438498244
04.04.2013,2502,0.0008522254085112862
16.01.2015,2502,0.0008522254085112862
16.09.2013,2489,0.0008477973788107879
05.03.2014,2487,0.0008471161434722497
18.04.2013,2485,0.0008464349081337115
19.09.2014,2483,0.0008457536727951733
01.09.2014,2482,0.0008454130551259042
13.08.2014,2477,0.0008437099667795587
24.10.2015,2462,0.0008386007017405222
18.11.2014,2453,0.0008355351427171004
19.11.2014,2450,0.0008345132897092931
21.01.2013,2449,0.0008341726720400239
07.05.2013,2447,0.0008334914367014857
25.08.2014,2439,0.000830766495347333
18.06.2014,2438,0.0008304258776780639
24.04.2013,2437,0.0008300852600087947
14.01.2013,2434,0.0008290634070009875
29.04.2013,2434,0.0008290634070009875
11.02.2014,2433,0.0008287227893317183
13.11.2014,2432,0.0008283821716624492
18.02.2014,2431,0.0008280415539931802
16.05.2014,2426,0.0008263384656468347
23.07.2014,2424,0.0008256572303082965
20.03.2014,2421,0.0008246353773004891
12.08.2014,2417,0.0008232729066234127
02.07.2014,2417,0.0008232729066234127
11.07.2015,2414,0.0008222510536156054
09.09.2013,2411,0.0008212292006077982
27.05.2013,2405,0.0008191854945921836
26.03.2014,2403,0.0008185042592536454
17.10.2015,2397,0.0008164605532380308
04.09.2013,2397,0.0008164605532380308
14.10.2013,2396,0.0008161199355687617
10.12.2014,2394,0.0008154387002302234
15.10.2013,2393,0.0008150980825609544
17.04.2014,2389,0.000813735611883878
03.07.2014,2387,0.0008130543765453398
03.04.2013,2386,0.0008127137588760707
11.03.2013,2385,0.0008123731412068016
02.10.2013,2383,0.0008116919058682633
24.10.2014,2382,0.0008113512881989943
30.06.2014,2380,0.0008106700528604561
19.06.2014,2377,0.0008096481998526488
06.08.2014,2377,0.0008096481998526488
05.08.2014,2373,0.0008082857291755724
26.06.2014,2373,0.0008082857291755724
16.10.2013,2369,0.000806923258498496
06.05.2013,2369,0.000806923258498496
21.05.2013,2368,0.000806582640829227
04.12.2014,2366,0.0008059014054906887
11.08.2014,2365,0.0008055607878214196
05.09.2014,2363,0.0008048795524828814
25.06.2014,2362,0.0008045389348136123
05.02.2014,2360,0.0008038576994750742
01.05.2015,2359,0.000803517081805805
27.03.2015,2356,0.0008024952287979978
15.07.2014,2355,0.0008021546111287286
09.06.2014,2354,0.0008018139934594595
14.11.2013,2354,0.0008018139934594595
03.12.2013,2353,0.0008014733757901904
16.05.2015,2349,0.000800110905113114
09.07.2014,2348,0.0007997702874438449
05.09.2015,2346,0.0007990890521053067
09.05.2014,2345,0.0007987484344360377
06.02.2015,2345,0.0007987484344360377
21.01.2014,2343,0.0007980671990974994
10.10.2015,2341,0.0007973859637589613
17.07.2014,2340,0.0007970453460896921
16.04.2013,2339,0.000796704728420423
08.07.2014,2338,0.0007963641107511539
12.06.2015,2338,0.0007963641107511539
01.04.2013,2338,0.0007963641107511539
17.02.2014,2336,0.0007956828754126157
15.04.2013,2335,0.0007953422577433466
23.01.2015,2335,0.0007953422577433466
20.11.2013,2331,0.0007939797870662702
25.11.2013,2328,0.0007929579340584629
22.07.2014,2326,0.0007922766987199248
08.10.2013,2323,0.0007912548457121174
05.06.2014,2321,0.0007905736103735792
26.04.2015,2319,0.000789892375035041
22.04.2013,2315,0.0007885299043579647
20.05.2013,2314,0.0007881892866886956
07.08.2014,2312,0.0007875080513501573
02.04.2013,2311,0.0007871674336808883
17.04.2013,2306,0.0007854643453345428
24.03.2014,2303,0.0007844424923267355
27.02.2014,2301,0.0007837612569881972
25.09.2014,2299,0.0007830800216496591
14.07.2014,2296,0.0007820581686418518
17.06.2014,2295,0.0007817175509725827
23.04.2013,2294,0.0007813769333033136
02.06.2014,2293,0.0007810363156340444
30.08.2015,2291,0.0007803550802955063
19.02.2015,2287,0.0007789926096184299
30.05.2015,2286,0.0007786519919491607
03.12.2014,2285,0.0007783113742798916
04.03.2014,2284,0.0007779707566106226
25.03.2014,2280,0.0007766082859335462
24.02.2014,2280,0.0007766082859335462
11.11.2013,2273,0.0007742239622486625
31.07.2014,2271,0.0007735427269101243
28.11.2013,2271,0.0007735427269101243
21.07.2014,2270,0.0007732021092408551
04.06.2014,2269,0.0007728614915715861
16.07.2014,2267,0.0007721802562330479
30.01.2014,2265,0.0007714990208945097
01.09.2015,2265,0.0007714990208945097
24.10.2013,2264,0.0007711584032252406
23.09.2013,2264,0.0007711584032252406
10.02.2014,2261,0.0007701365502174333
08.04.2013,2261,0.0007701365502174333
07.10.2013,2261,0.0007701365502174333
29.01.2014,2260,0.0007697959325481642
23.06.2014,2258,0.000769114697209626
26.11.2013,2258,0.000769114697209626
16.06.2014,2258,0.000769114697209626
27.02.2015,2255,0.0007680928442018186
28.01.2014,2254,0.0007677522265325496
01.07.2014,2254,0.0007677522265325496
01.10.2013,2252,0.0007670709911940114
20.06.2015,2251,0.0007667303735247423
15.05.2013,2245,0.0007646866675091277
03.06.2014,2241,0.0007633241968320513
07.07.2014,2241,0.0007633241968320513
11.09.2014,2235,0.0007612804908164367
30.09.2013,2234,0.0007609398731471676
23.10.2013,2227,0.0007585555494622839
23.01.2014,2225,0.0007578743141237457
24.06.2014,2222,0.0007568524611159384
26.03.2015,2211,0.0007531056667539783
11.06.2015,2210,0.0007527650490847092
19.03.2014,2209,0.0007524244314154402
10.04.2014,2208,0.000752083813746171
28.10.2013,2207,0.0007517431960769019
04.02.2014,2207,0.0007517431960769019
06.09.2015,2206,0.0007514025784076329
15.04.2014,2206,0.0007514025784076329
13.11.2013,2206,0.0007514025784076329
27.06.2015,2204,0.0007507213430690946
18.02.2015,2202,0.0007500401077305565
13.09.2015,2202,0.0007500401077305565
30.01.2015,2201,0.0007496994900612874
24.05.2015,2200,0.0007493588723920182
08.12.2014,2200,0.0007493588723920182
25.11.2014,2198,0.0007486776370534801
22.05.2014,2196,0.0007479964017149418
