item_name,Count,Percentage
"InFAMOUS: Второй сын [PS4, русская версия]",3568,0.001215323843952146
"EA SPORTS MMA [Xbox 360, английская версия]",3533,0.0012034022255277275
"Sims 3. Сверхъестественное (дополнение) [PC, русская версия]",3505,0.0011938649307881926
"Call of Duty. Ghosts [PС, Digipack, русская версия]",3503,0.0011931836954496545
EA SPORTS MMA [PS3],3464,0.0011798996063481597
"Minecraft. Playstation 3 Edition [PS3, русская версия]",3456,0.001177174664994007
"Assassin's Creed IV. Черный флаг [PC, Jewel, русская версия]",3419,0.00116457181123105
"Heavy Rain (Essentials) (с поддержкой PS Move) [PS3, русская версия]",3396,0.001156737604837861
PlayStation Plus 12-месячная подписка: Карта оплаты,3395,0.0011563969871685917
"Dead Space 3 [PC, русские субтитры]",3374,0.0011492440161139407
"LEGO Marvel Super Heroes [PC, Jewel, русские субтитры]",3334,0.0011356193093431768
"Grand Theft Auto IV. Полное издание [PC, Jewel, русские субтитры]",3325,0.0011325537503197548
Kinect Sports Ultimate (только для MS Kinect) [Xbox 360],3280,0.0011172259552026454
"Tomb Raider [PC, Jewel, русская версия]",3269,0.0011134791608406853
"Call Of Duty: Modern Warfare 3 [PC, Jewel]",3257,0.001109391748809456
"FIFA 14 (с поддержкой PS Move) [PS3, русская версия]",3247,0.001105985572116765
Kinect Star Wars [только для Kinect] [Xbox 360],3160,0.0010763518348903534
"Sims 3: Студенческая жизнь [PC, русская версия]",3136,0.001068177010827895
"FIFA 15 [PS3, русская версия]",3129,0.0010657926871430114
"Метро. Луч надежды. Ограниченное издание [PC, русская версия]",3122,0.0010634083634581278
"FIFA 15 [Xbox 360, русская версия]",3068,0.0010450150093175964
"Меч и Магия. Герои 6. Грани Тьмы [PС, Jewel, русская версия]",3021,0.0010290059788619487
"Titanfall [PC, русская версия]",3012,0.0010259404198385267
"S.T.A.L.K.E.R.: Зов Припяти [PC, Jewel, русская версия]",3011,0.0010255998021692578
"Одни из нас. Обновленная версия [PS4, русская версия]",2990,0.0010184468311146065
Настольная игра Уно,2980,0.0010150406544219156
Настольная игра Мафия  Вся семья в сборе (карточная игра)  арт. 1070,2953,0.0010058439773516499
"Medal of Honor: Warfighter [PC, русская версия]",2922,0.000995284829604308
"Total War: Rome 2 [PC, Jewel, русская версия]",2880,0.0009809788874950056
Элемент питания DURACELL LR06-BC2,2867,0.0009765508577945074
"Mortal Kombat (Essentials) (с поддержкой 3D) [PS3, русская документация]",2748,0.0009360173551514846
"FIFA 14 [Xbox 360, русская версия]",2724,0.0009278425310890262
PS3: Контроллер игровой беспроводной черный (Dualshock Wireless Controller Black Blistered: CECHZC2E/BLR: SCEE),2709,0.0009227332660499898
Настольная игра World of Tanks Rush арт.1123,2707,0.0009220520307114515
Брелок Minecraft (blind-bag) Серия 1 в ассортименте,2683,0.0009138772066489932
"Diablo III: Reaper of Souls (дополнение) [PC, русская версия]",2678,0.0009121741183026477
"Killzone: В плену сумрака [PS4, русская версия]",2673,0.0009104710299563021
"Лучшие игры для детей. LEGO. Пираты Карибского моря [PC, Jewel, русская версия]",2645,0.0009009337352167674
"Фигурка Minecraft Series 1 Player Survival Pack 3""",2605,0.0008873090284460034
ЛЕПС ГРИГОРИЙ  The Best  3CD (фирм.),2604,0.0008869684107767343
ХОЛОДНОЕ СЕРДЦЕ М/Ф (регион),2587,0.0008811779103991596
Plants vs Zombies (Jewel),2550,0.000868575056636203
ГАДКИЙ Я 2,2540,0.000865168879943512
"FIFA 15 [PC, русская версия]",2512,0.0008556315852039772
"FIFA 13 [PC, русская версия]",2499,0.0008512035555034789
Forza Motorsport 4 [Xbox 360],2489,0.0008477973788107879
PS4: Камера (PlayStation Camera: CUH-ZEY1: SCEE),2475,0.0008430287314410205
"Mortal Kombat. Komplete Edition [PS3, русская документация]",2456,0.0008365569957249076
"За гранью: Две души [PS3, русская версия]",2447,0.0008334914367014857
ХРАНИТЕЛИ СНОВ,2430,0.0008277009363239111
"FIFA 15 [PS4, русская версия]",2420,0.0008242947596312201
"NHL 14 [PS3, русские субтитры]",2406,0.0008195261122614526
"Tomb Raider [PS3, русская версия]",2392,0.0008147574648916853
"UFC [PS4, английская версия]",2371,0.0008076044938370342
Spore (рус.в.) (PC&Mac) (PC-DVD) (Jewel),2368,0.000806582640829227
"Головоломка Кубик Рубика 3х3 без наклеек, мягкий механизм",2362,0.0008045389348136123
"Grand Theft Auto V [PC, русские субтитры]",2354,0.0008018139934594595
1С:Бухгалтерия 8. Базовая версия,2326,0.0007922766987199248
DEL REY LANA  Born To Die  The Paradise Edition  2CD,2325,0.0007919360810506557
"Mortal Kombat. Komplete Edition [PC, Jewel, русская документация]",2323,0.0007912548457121174
"Метро. Луч надежды. Ограниченное издание [PS3, русская версия]",2311,0.0007871674336808883
"Far Cry 3 [PC, Jewel, русская версия]",2299,0.0007830800216496591
"Grand Theft Auto V [PS4, русские субтитры]",2299,0.0007830800216496591
"Wolfenstein: The New Order [PC, Jewel, русские субтитры]",2286,0.0007786519919491607
30 SECONDS TO MARS  Love Lust Faith + Dreams,2279,0.0007762676682642771
"Mortal Kombat. Komplete Edition [Xbox 360, русская документация]",2278,0.0007759270505950079
"FIFA 13 [Xbox 360, русская версия]",2276,0.0007752458152564698
"FIFA 13 (с поддержкой PS Move) [PS3, русская версия]",2273,0.0007742239622486625
Kaspersky Internet Security 2013 Russian Edition. 2-Desktop 1 year Renewal Box,2269,0.0007728614915715861
"Battlefield 4 [PS4, русская версия]",2264,0.0007711584032252406
"God of War: Восхождение [PS3, русская версия]",2258,0.000769114697209626
"Bestseller. S.T.A.L.K.E.R. [PC, Jewel]",2240,0.0007629835791627822
"Battlefield 4 [PS3, русская версия]",2240,0.0007629835791627822
Элемент питания DURACELL LR03-BC2,2207,0.0007517431960769019
Настольная игра Морской бой Для путешествий,2190,0.0007459526956993273
"Настольная игра Манчкин Цветная версия, арт. 1031",2162,0.0007364154009597924
"Фигурка Minecraft Series 1 Steve With Iron Sword & Iron Ore Block 3""",2110,0.0007187032821577993
"Игромания. Выбор редакции. Call of Duty: World at War [PC, Jewel]",2106,0.0007173408114807229
ЗЕМФИРА  Жить в твоей голове (фирм.),2096,0.0007139346347880319
"Assassin's Creed IV. Черный флаг. Special Edition [PS3, русская версия]",2095,0.0007135940171187628
"Warcraft III Gold [PC, Jewel, русская версия]",2083,0.0007095066050875336
БАСТА  4,2072,0.0007057598107255735
"Resident Evil 6 [PC, Jewel, русские субтитры]",2061,0.0007020130163636134
"Assassin's Creed 3 [PC, Jewel, русская версия]",2054,0.0006996286926787298
Office Home and Student 2013 32/64 Russian Russia Only EM DVD No Skype,2050,0.0006982662220016534
Магический шар 8 оригинальный,2046,0.000696903751324577
ХРАБРАЯ СЕРДЦЕМ (регион),2036,0.000693497574631886
"God of War 3 (Essentials) [PS3, русская версия]",2016,0.000686685221246504
"FIFA 14 [PS4, русская документация]",1998,0.0006805541031996602
X360: Комплект зарядный для черного геймпада - BLACK Charge Kit (NUF-00002: Microsoft),1992,0.0006785103971840456
Kinect Dance Central 3 (только для MS Kinect) [Xbox 360],1986,0.000676466691168431
"Medal of Honor: Warfighter. Limited Edition [PC, русская версия]",1985,0.0006761260734991619
"Классика жанра. Меч и Магия: Герои [PC, Jewel, русская версия]",1976,0.0006730605144757401
1С:Бухгалтерия 8. Учебная версия. Издание 7.,1971,0.0006713574261293945
"NHL 14 [Xbox 360, русские субтитры]",1964,0.0006689731024445108
"Disney. Любимые герои. LEGO Пираты Карибского Моря [PC, Jewel]",1957,0.0006665887787596272
"Эадор. Владыки миров [PC, Jewel, русская версия]",1947,0.0006631826020669361
"Mortal Kombat (Classics) [Xbox 360, русская документация]",1935,0.000659095190035707
Хомячок плюшевый  говорящий (серый),1927,0.0006563702486815542
ЖИЗНЬ ПИ,1925,0.0006556890133430159
МАША И МЕДВЕДЬ. НОВОГОДНИЙ ПОДАРОК (ЭКСКЛЮЗИВ),1911,0.0006509203659732486
"LEGO Movie Videogame [PC, Jewel, русские субтитры]",1908,0.0006498985129654413
ИГРА ПРЕСТОЛОВ. СЕЗОН 1 (5 DVD),1905,0.000648876659957634
"Mass Effect 3 [PC, русские субтитры]",1884,0.0006417236889029829
1+1,1884,0.0006417236889029829
"Watch_Dogs [PC, русская версия]",1882,0.0006410424535644447
"Фигурка Minecraft Series 1 Creeper With Dynamite & Gun Powder 3""",1874,0.0006383175122102919
ХОББИТ: НЕЖДАННОЕ ПУТЕШЕСТВИЕ (регион),1869,0.0006366144238639464
"Disney. Любимые герои. Тачки 2 [PC, Jewel]",1869,0.0006366144238639464
"Лучшие игры для детей. Ледниковый период 4. Конт. дрейф. Арктич. игры [PC, Jewel, русская версия]",1862,0.0006342301001790627
PS4: Контроллер игровой беспроводной синий (Dualshock 4 Cont Wave Blue: CUH-ZCT1: SCEE),1860,0.0006335488648405246
"Assassin's Creed: Единство. Специальное издание [PS4, русская версия]",1850,0.0006301426881478335
Gears of War 3 Xbox 360 PL/RU  PAL DVD (D9D-00016),1840,0.0006267365114551425
"Настольная игра Свинтус Правила этикета (новая версия), арт. 1059",1836,0.0006253740407780661
"LittleBigPlanet 2 Расширенное издание (с поддержкой PS Move) [PS3, русская версия]",1833,0.0006243521877702589
"World of Warcraft: Mists of Pandaria (дополнение) [PC, Jewel, русская версия]",1814,0.000617880452054146
"Игрушка-мялка ""Сердитые птички"" в ассортименте (1шт)",1807,0.0006154961283692623
"Killzone 3 (Essentials) (с поддержкой PS Move, 3D) [PS3, русская версия]",1804,0.0006144742753614549
"Elder Scrolls V: Skyrim [PC, Jewel, русская версия]",1794,0.000611068098668764
"Assassin's Creed. Bloodlines (Essentials) [PSP, русская версия]",1792,0.0006103868633302258
Kaspersky Internet Security 2013 Russian Edition. 2-Desktop 1 year Base Box,1787,0.0006086837749838803
Fight Night Champion [Xbox 360],1780,0.0006062994512989966
"Tom Clancy's Splinter Cell: Blacklist. Standard Edition [PС, Jewel, русская версия]",1779,0.0006059588336297275
"Far Cry 3 (Classics) [Xbox 360, русская версия]",1769,0.0006025526569370365
"Uncharted 2: Among Thieves (Essentials) [PS3, русская версия]",1769,0.0006025526569370365
"NHL 13 [PS3, русская документация]",1769,0.0006025526569370365
Настольная игра Виселица Для путешествий,1767,0.0006018714215984983
PS Move Motion Controller (Контроллер движений PS Move : CECH-ZCM1R BX: SCEE),1761,0.0005998277155828837
"Фигурка Minecraft Series 1 Zombie With Iron Sword And Iron Ore Block 3""",1754,0.000597443391898
"Thief [PC, Jewel, русская версия]",1740,0.0005926747445282326
ГАДКИЙ Я,1734,0.000590631038512618
Немыльные пузыри в блистере,1701,0.0005793906554267378
"XCOM: Enemy Unknown [PС, Jewel, русская версия]",1700,0.0005790500377574686
"Call of Duty: Advanced Warfare. Day Zero Edition [PC, русская версия]",1699,0.0005787094200881995
"BioShock Infinite [PC, Jewel, русские субтитры]",1697,0.0005780281847496614
"Dishonored [PC, Jewel, русские субтитры]",1690,0.0005756438610647777
"Uncharted 3. Иллюзии Дрейка (с поддержкой 3D) (Essentials) [PS3, русская версия]",1688,0.0005749626257262394
"Sims 3 Вперед в будущее [PC, русская версия]",1679,0.0005718970667028176
"Batman: Летопись Аркхема [PC, Jewel, русские субтитры]",1676,0.0005708752136950102
"Spintires [PC, русская версия]",1674,0.0005701939783564721
"Killzone: Наемник [PS Vita, русская версия]",1669,0.0005684908900101265
"The Elder Scrolls V: Skyrim - Дополнение Dawnguard (код загрузки, без диска) [PC, Jewel, русская вер",1669,0.0005684908900101265
PS4: Контроллер игровой беспроводной красный (Dualshock 4 Cont Magma Red: CUH-ZCT1: SCEE),1668,0.0005681502723408575
"Of Orcs and Men [PC, Jewel, русские субтитры]",1664,0.0005667878016637811
"Настольная игра Свинтус (новая версия), арт. 1058",1663,0.000566447183994512
"Need for Speed Rivals [PS3, русская версия]",1660,0.0005654253309867047
Dr.Web Security Space КЗ 2 ПК/2 года (картонная упаковка),1658,0.0005647440956481665
App Store 500 руб.,1653,0.000563041007301821
"Ведьмак 3: Дикая охота [PS4, русская версия]",1642,0.0005592942129398608
"Gran Turismo 6 [PS3, русская версия]",1638,0.0005579317422627844
"Watch_Dogs. Специальное издание [PS4, русская версия]",1626,0.0005538443302315553
СЕМЕЙКА КРУДС,1619,0.0005514600065466716
ADELE  21,1617,0.0005507787712081334
"Снайпер. Воин-призрак 2 [PC, Jewel, русская версия]",1614,0.0005497569182003261
"Sims 3 Дрэгон Вэлли [PC, русская версия]",1610,0.0005483944475232497
"Need for Speed The Run [PC, русская версия]",1608,0.0005477132121847116
"В тылу врага: Штурм 2 [PC, Jewel, русская версия]",1606,0.0005470319768461733
"Дурная репутация 2 (Essentials) [PS3, русская версия]",1605,0.0005466913591769042
Win Home Prem 7 Russian Russia Only DVD,1602,0.0005456695061690969
ONE DIRECTION  Midnight Memories,1602,0.0005456695061690969
"LEGO Marvel Super Heroes [Xbox 360, русские субтитры]",1602,0.0005456695061690969
"Метро 2033. Возвращение [PC, русская версия]",1599,0.0005446476531612896
"Фигурка Minecraft Series 1 Enderman With Grass Block & Red Mushroom 3""",1580,0.0005381759174451767
"Assassin's Creed 3 [PS3, русская версия]",1577,0.0005371540644373695
"Bestseller. В тылу врага 2: Штурм. Полное издание [PC, Jewel, русская версия]",1577,0.0005371540644373695
"Far Cry 4. Специальное издание [PC, русская версия]",1576,0.0005368134467681003
"Нэнси Дрю. Усыпальница пропавшей королевы [PC, Jewel, русская версия]",1571,0.0005351103584217548
"Diablo III [PS3, русская версия]",1569,0.0005344291230832167
ОБЛАЧНЫЙ АТЛАС,1568,0.0005340885054139475
"Mafia II. Расширенное издание [PC, Jewel]",1560,0.0005313635640597947
EMINEM  The Marshall Mathers LP  2,1556,0.0005300010933827183
"Assassin's Creed IV. Черный флаг. Special Edition [PC, русская версия]",1554,0.0005293198580441802
"Knack [PS4, русская версия]",1553,0.000528979240374911
MY CHEMICAL ROMANCE  May Death Never Stop You  The Greatest Hits 2001-2013,1540,0.0005245512106744128
PS4: Зарядная станция для контроллера (Dualshock 4 Charging Station: CUH-ZDC1/E: SCEE),1540,0.0005245512106744128
"Assassin's Creed: Единство. Специальное издание [PC, русская версия]",1537,0.0005235293576666054
ФЕИ: ТАЙНА ЗИМНЕГО ЛЕСА (регион),1532,0.00052182626932026
ЛЕГЕНДА № 17 (DVD+автофлаг),1520,0.0005177388572890308
"Лучшие игры для детей. Тачки 2 [PC, Jewel, русская версия]",1513,0.0005153545336041471
ЗВЕЗДНЫЕ ВОЙНЫ  САГА  Коллекционное издание 1-6 (9BD),1513,0.0005153545336041471
"Ultimate Games. Hitman Absolution [PС, Jewel, русская версия]",1508,0.0005136514452578016
"Crysis 3 [PS3, русская версия]",1502,0.000511607739242187
"Sniper Elite 3 [PC, русская версия]",1493,0.0005085421802187651
ВЕЛИКИЙ ГЭТСБИ,1475,0.0005024110621719213
"Battlefield 4 [Xbox 360, русская версия]",1474,0.0005020704445026522
"Rayman Origins (Classics) [Xbox 360, русская версия]",1468,0.0005000267384870377
"Max Payne 3 [PC, Jewel, русские субтитры]",1467,0.0004996861208177685
"The Elder Scrolls V: Skyrim - Дополнение Dragonborn (код загрузки, без диска) [PC, Jewel, русская ве",1467,0.0004996861208177685
Настольная игра ALIAS Party Компактная арт. 01934,1466,0.0004993455031484994
"Far Cry 4. Специальное издание [PS4, русская версия]",1466,0.0004993455031484994
"Mortal Kombat X [PS4, русские субтитры]",1462,0.000497983032471423
"Army of Two: The Devil’s Cartel [Xbox 360, английская версия]",1457,0.0004962799441250776
"DmC Devil May Cry [PC, Jewel, русские субтитры]",1449,0.0004935550027709248
PS4: Гарнитура беспроводная черная для PS4 (с поддержкой PS3 и PS Vita) (Wireless Stereo O2 Headset Black: CECHYA-0083: SCEE),1443,0.0004915112967553101
"Need for Speed Rivals Limited Edition [PC, русская версия]",1440,0.0004904894437475028
"Ultimate Games. Новый Человек-паук [PС, Jewel, русская версия]",1437,0.0004894675907396956
"Aliens: Colonial Marines [PC, Jewel, русская версия]",1435,0.0004887863554011573
АВАТАР (3D BD+BD+DVD),1434,0.0004884457377318883
"Call of Duty. Ghosts [PS3, русская версия]",1428,0.00048640203171627363
Машинариум DVD,1426,0.00048572079637773544
PS4: Вертикальный стенд для PS4 (CUH-ZST1/E Black: SCEE),1426,0.00048572079637773544
Forza Horizon [Xbox 360],1413,0.0004812927666772372
"Uncharted Золотая бездна [PS Vita, русская версия]",1406,0.00047890844299235347
ТРИ БОГАТЫРЯ НА ДАЛЬНИХ БЕРЕГАХ,1401,0.000477205354646008
Fight Night Champion [PS3],1398,0.0004761835016382007
Dance Central 2 - MSX Xbox 360 Russian Russia PAL DVD,1393,0.00047448041329185516
"Need for Speed: Most Wanted (a Criterion Game) [PS Vita, русская версия]",1390,0.0004734585602840479
"Battlefield Bad Company 2 [PC, Jewel, русская версия]",1388,0.0004727773249455097
007: КООРДИНАТЫ «СКАЙФОЛЛ»,1383,0.0004710742365991642
"Need for Speed Rivals [Xbox 360, русская версия]",1377,0.0004690305305835496
КАК ПРИРУЧИТЬ ДРАКОНА (Регион),1367,0.0004656243538908586
"Army of Two: The Devil’s Cartel [PS3, английская версия]",1366,0.0004652837362215895
ONE DIRECTION  Take Me Home,1365,0.0004649431185523204
1С:Бухгалтерия 8. Учебная версия. Издание 8.,1363,0.0004642618832137822
"Dark Souls: Prepare to Die Edition [PC, Jewel, русские субтитры]",1359,0.0004628994125367058
"Crysis 3 [Xbox 360, русская версия]",1358,0.0004625587948674367
"Disney Храбрая сердцем [PC, Jewel, русская версия]",1352,0.0004605150888518221
"Medal of Honor: Warfighter [PS3, русская версия]",1349,0.00045949323584401484
"LEGO Властелин Колец [PC, Jewel, русские субтитры]",1349,0.00045949323584401484
"МТГ(РУС): Базовый Выпуск 2014: Начальный набор, арт.694302",1342,0.0004571089121591311
"Мягкая игрушка Minecraft Creeper 7""",1340,0.0004564276768205929
ЛЕПС ГРИГОРИЙ  Полный вперед (фирм.),1338,0.00045574644148205473
"NHL 13 [Xbox 360, русская документация]",1338,0.00045574644148205473
Xbox LIVE: карта подписки 3 месяца (52K-00160),1332,0.00045370273546644014
ОБЛИВИОН,1328,0.00045234026478936374
"LEGO Batman 2: DC Super Heroes [PС, Jewel, русские субтитры]",1328,0.00045234026478936374
Assassin's Creed IV. Чёрный флаг. Collector's Edition. Комплект предварительного заказа [PC],1323,0.0004506371764430182
ТАЧКИ 2 (регион),1322,0.00045029655877374915
ESET NOD32 Smart Security+ Bonus + расширенный функционал. 3ПК 1 год,1320,0.00044961532343521096
"X Rebirth [PC, английская версия]",1318,0.00044893408809667276
3D Crystal Puzzle Замок XL,1313,0.00044723099975032724
"Sims 3 Вперед в будущее Limited Edition [PC, русская версия]",1312,0.00044689038208105817
"Watch_Dogs. Специальное издание [PC, русская версия]",1308,0.0004455279114039818
"Battlefield 4 Premium. Сборник дополнений (код загрузки, без диска) [РС, русская версия]",1305,0.00044450605839617445
"Aliens: Colonial Marines. Расширенное издание [PC, русская версия]",1299,0.00044246235238055986
ОКЕАН ЕЛЬЗИ  Избранное  2CD (фирм.),1298,0.00044212173471129074
"Battlefield 3. Premium Edition [PC, русская версия]",1297,0.00044178111704202167
ЭПИК,1292,0.00044007802869567615
ЛЕПС ГРИГОРИЙ  Гангстер №1 (фирм.),1287,0.0004383749403493307
ЛУЧШЕЕ ПРЕДЛОЖЕНИЕ,1286,0.00043803432268006156
"Космические рейнджеры HD. Революция [PC, Jewel, русская версия]",1279,0.0004356499989951779
"Dragon Age: Инквизиция [PS4, русские субтитры]",1278,0.00043530938132590877
"Crew. Специальное издание [PC, русская версия]",1273,0.00043360629297956325
"МТГ(РУС): Терос: Бустер, арт.694012",1271,0.00043292505764102506
"Мягкая игрушка Minecraft Enderman 7""",1271,0.00043292505764102506
"Far Cry 3 [PS3, русская версия]",1269,0.00043224382230248686
ТАЧКИ (регион),1266,0.0004312219692946796
"World of Warcraft: Warlords of Draenor (дополнение) [PC, русская версия]",1263,0.00043020011628687227
"Deadpool [PC, Jewel, русские субтитры]",1261,0.0004295188809483341
"FIFA 12 [PS3, русская версия]",1255,0.0004274751749327195
ХОББИТ: НЕЖДАННОЕ ПУТЕШЕСТВИЕ (2DVD),1249,0.0004254314689171049
"King's Bounty. Воин севера [PC, Jewel, русская версия]",1245,0.0004240689982400285
"Far Cry 3 (Essentials) [PS3, русская версия]",1245,0.0004240689982400285
"Фигурка Minecraft Series 2 Diamond Steve With Diamond Armor & Diamond Ore Block 3""",1243,0.0004233877629014903
"Need for Speed: Most Wanted (a Criterion Game) [PS3, русская версия]",1241,0.0004227065275629521
"МТГ(РУС): Незваные гости: Бустер, арт627591",1241,0.0004227065275629521
Mafia II,1241,0.0004227065275629521
СУМЕРКИ. САГА. РАССВЕТ: ЧАСТЬ 2 (2DVD),1238,0.0004216846745551448
"Ведьмак 3: Дикая охота [PC, Jewel, русская версия]",1237,0.0004213440568858757
Настольная игра Монополия арт. 00009H,1236,0.0004210034392166066
"Средиземье: Тени Мордора [PC, Jewel, русские субтитры]",1232,0.0004196409685395302
ГОРЬКО!,1226,0.0004175972625239156
"Remember me [PC, Jewel, русские субтитры]",1226,0.0004175972625239156
"Warhammer 40,000 Dawn of War. Коллекционное издание [PC, русская версия]",1226,0.0004175972625239156
"Ultimate Games. Rayman Origins [PC, Jewel русская версия]",1225,0.00041725664485464653
"Watch_Dogs [PS3, русская версия]",1224,0.0004169160271853774
"Need for Speed Hot Pursuit [PC, Jewel, русская версия]",1222,0.0004162347918468392
ONE DIRECTION  Four,1221,0.00041589417417757014
"Disney. LEGO Пираты Карибского моря (Essentials) [PSP, русская версия]",1221,0.00041589417417757014
"Tomb Raider [Xbox 360, русская версия]",1217,0.00041453170350049375
Элемент питания DURACELL TURBO LR6 2*BL,1216,0.0004141910858312246
ИГРА ПРЕСТОЛОВ. СЕЗОН 2 (5 DVD),1215,0.00041385046816195555
"Неокуб, 5мм, Альфа 216, Стальной",1213,0.00041316923282341735
"South Park: Палка Истины [PC, Jewel, русские субтитры]",1209,0.0004118067621463409
ЦОЙ ВИКТОР  Цой 50,1208,0.00041146614447707183
"Need for Speed Rivals [PS4, русская документация]",1207,0.0004111255268078027
ХОББИТ: ПУСТОШЬ СМАУГА (2DVD+коллекционная открытка),1207,0.0004111255268078027
Мягкая игрушка Angry Birds Красная птица 30см арт. АВР12,1204,0.00041010367379999544
ОБЛИВИОН (BD),1202,0.00040942243846145724
"Injustice: Gods Among Us Ultimate Edition [PS4, русские субтитры]",1198,0.00040805996778438085
"Sims 3. Все возрасты (дополнение) [PC, русская версия]",1197,0.0004077193501151117
Xbox LIVE: карта подписки 3 месяца (52K-00036),1192,0.00040601626176876626
"Divinity: Dragon Commander [PC, Jewel, русские субтитры]",1192,0.00040601626176876626
"Ведьмак 3: Дикая охота [PC, русская версия]",1192,0.00040601626176876626
"Battlefield 3 [PS3, русская версия]",1190,0.00040533502643022806
"Dark Souls 2 [PC, Jewel, русские субтитры]",1187,0.00040431317342242074
"Grand Theft Auto: Liberty City Stories (Platinum) [PSP, русская документация]",1185,0.00040363193808388254
"Настольная игра Свинтус 2.0, арт. 1118",1184,0.0004032913204146135
PINK FLOYD  A Foot In The Door  The Best Of Pink Floyd,1182,0.0004026100850760753
"Alien: Isolation [PC, Jewel, русская версия]",1176,0.00040056637906046063
"God of War Collection 1 (Essentials) [PS3, русская версия]",1176,0.00040056637906046063
"1С:Предприятие 8.3. Практическое пособие разработчика. Радченко М.Г., Хрусталева Е.Ю. (+CD)",1174,0.00039988514372192244
DAFT PUNK  Random Access Memories,1173,0.00039954452605265336
ВИЙ,1173,0.00039954452605265336
"Tekken 6 (Essentials) [PSP, русская версия]",1171,0.00039886329071411517
"Assassin's Creed IV. Черный флаг. Special Edition [Xbox 360, русская версия]",1165,0.0003968195846985006
"Sims 4 Коллекционное издание [PC, русская версия]",1161,0.0003954571140214242
"Sims 3 Кино: Каталог [PC, русская версия]",1160,0.00039511649635215506
DEL REY LANA  Ultraviolence,1158,0.00039443526101361686
ВОЙНА МИРОВ Z,1158,0.00039443526101361686
ЛЕПС ГРИГОРИЙ  Дуэты,1156,0.00039375402567507867
"Disney. Split/Second. Velocity (Essentials) [PSP, русская версия]",1155,0.0003934134080058096
"МТГ(РУС): Базовый Выпуск 2014: Бустер, арт.693268",1153,0.0003927321726672714
"Компактдиск Mirex DVD-R 4,7 Гб 16x Slim case",1153,0.0003927321726672714
